teg1m,teg2m,teg3m,teg4m,teg5m,teg6m,teg7m,teg8m,teg9m,teg10m,teg11m,teg12m,teg13m,teg14m,teg15m,teg16m,spaar1m,spaar2m,spaar3m,spaar4m,spaar5m,spaar6m,teg1v,teg2v,teg3v,teg4v,teg5v,teg6v,teg7v,teg8v,teg9v,teg10v,teg11v,teg12v,teg13v,teg14v,teg15v,teg16v,spaar1v,spaar2v,spaar3v,spaar4v,spaar5v,spaar6v,educm,heightm,BMIm,healthm,consm,extram,agreem,emom,autom,riskym,Agem,educv,heightv,BMIv,healthv,consv,extrav,agreev,emov,autov,riskyv,Agev
4,4,5,5,4,4,5,4,5,3,3,3,3,5,4,3,5,1,1,5,1,1,4.5,5,4,2.5,3.5,4.5,4.5,3.5,1.5,3.5,4,5.5,3,4,6.5,5,4,4,1.5,5.5,1.5,3,2,182,25.661152,3,-0.475116,-1.052392,-0.564646,0.18301,0.43145,-0.210399,34,2,174,18.826794,3,0.242845,0.745554,-0.408221,-0.588794,-0.098279,-0.106321,34
4.5,4,5,3,4.5,3.5,4,3,4,3.5,4,3.5,4,4,3,3,5,4,5,4.5,3.5,4.5,6,4,3,2,5,5,5,4,4,3,4,2,4,5,5,3,4,4,5,4,3,4,1,179,27.776911,3,-1.163934,-0.096047,-0.182166,-0.082812,-0.011142,0.662214,30,1,158,23.233456,3,0.078951,0.59605,-0.061203,0.076655,0.419397,0.722995,29
3,4,6,2,2,4,4,4,2,4,1,5,6,6,6,2,7,1,1,7,3,2,4,6,1,5,6,3,4,3,6,4,5,7,7,3,3,5,5,1,1,7,4,3,3,179,26.528511,3,0.099835,0.309507,-0.263945,0.172284,0.145979,-0.354224,39,3,170,32.871971,4,-1.29723,-1.335986,1.52005,-1.196148,0.097768,0.079171,36
6,6,7,7,6,4,4,4,4,3,1,3,4,6,4,2,3,6,4,5,4,2,5,4,1,3,4,3,3,6,4,5,4,5,4,5,4,4,4,6,4,5,4,5.5,2,163,26.346495,2,-0.475116,-0.730107,0.735498,0.962592,1.113681,0.300137,25,2,160,27.34375,2,-0.205611,0.046241,-0.303129,-0.956311,-0.441682,0.589187,24
4,5.5,4.5,2.5,4,5,4,4.5,3.5,3,3,3,3.5,4,4,4,6,3.5,2,6.5,3.5,2,5.5,3.5,2.5,2,2.5,4,4,4,2.5,3.5,4,4.5,4,4,4.5,4,7,6.5,2,7,1.5,1,2,178,24.93372,3,-0.074501,0.036077,-0.017806,0.064832,0.121873,-0.249585,39,2,169,21.357796,3,-0.331378,0.879153,-0.804711,-0.709129,-0.494993,-1.018306,34
4,6,4,4,4,4,4,5,4,2,4,4,4,5,6,4,4,4,5,6,2,4,4,6,6,4,7,5,3,4,3,3,1,3,5,4,5,2,5,6,4,6,5,4,1,187,28.024822,4,0.367883,-0.503567,0.251647,0.218452,-0.132105,0.35359,28,1,175,24.489796,4,0.078951,-0.219973,1.238941,0.580958,1.04603,0.291474,30
7,6,6,5,3,5,5,4,6,2,4,2,4,3.5,6,2,6,5,2,6,4,5,4,7,3,4,6,5,5,2,2,3,1,2,5,6,4,2,7,7,1,7,4,1,3,187,23.735308,4,0.366426,-0.482256,0.009722,0.782205,-0.064454,0.074612,36,3,172,21.971336,4,-0.74462,0.063622,1.274404,0.760298,1.423258,-0.894541,34
3.5,4,4,4,4,4,4,4,4,4,4,2.5,3,5.5,4,4,4.5,3.5,4.5,4.5,4,3.5,3,5,5,4,3,3,5,4,2,3.5,4.5,2.5,4,3,4,5,4,4,4,4,4,4,2,172,27.717686,4,-0.475116,-0.645855,-0.564646,-0.07854,-0.132105,0.64999,38,2,152,23.372576,4,-0.741707,-0.220955,-0.267666,-0.218805,-0.191443,0.728962,38
6,4,5,3,4,4,4,3,3,4,4,4,5,4,3,4,5,5,4,4,2.5,3,5,6,3,3,4,5,5,3,3,3,5,4,3,4,3,5,5.5,6,1.5,5,3,1.5,1,189,19.596315,3,-1.030639,0.614413,-0.041612,-0.351878,-0.132105,0.258236,32,2,172,26.365602,3,-0.764048,0.329836,-0.00987,-0.305475,-0.076507,-0.385674,28
3.5,4,5.5,2.5,3.5,3,2.5,4,4.5,5,5,4,4,4,5.5,3,5.5,5.5,3,5,2,2,6,4.5,5.5,3,4,4,4,4,4,2,4,2,4,6,5,4,4,7,3,6.5,3,2.5,2,183,26.277285,3,-0.310493,-0.389805,-0.424092,-0.296867,-0.971411,-0.239386,35,2,170,23.875433,4,-0.18764,0.330818,-0.164435,0.575099,-0.132105,-0.245252,29
4,5,4,2,4,5,4,5,4,1,4,2,5,6,4,3,6,6,3,6,2,1,4,6,6,5,4,6,4,5,4,2,2,4,2,6,6,4,6,4,1,7,1,1,3,190,21.052631,3,0.059523,0.026896,0.235776,0.742923,-0.132105,-0.580534,34,3,170,19.031141,3,0.901065,-0.768798,-0.271388,0.585244,0.375852,-0.845466,33
4,5,6,4,5,4,4,5,5,3,4,4,3,5,3,5,4,2,5.5,4.5,4.5,4.5,3,3,6,3,6,3,4,3,4,3,5,4,3,5,4,3.5,2.5,4,3.5,3.5,2,3,2,170,23.183392,3,-0.494543,-0.787161,-0.045333,0.039938,0.109821,1.106341,43,2,165,23.875114,3,-1.009754,-0.522913,-0.358183,-0.034346,0.097768,0.57274,42
5,5.5,4,3.5,3,5.5,4,4.5,2.5,3,4,3,3,4.5,4,2.5,5.5,1.5,4.5,5.5,3,2,6.5,4,6,2.5,5,2.5,5.5,2.5,2.5,5,5.5,5,5.5,2.5,4,1.5,5.5,2.5,3.5,6.5,2.5,3,3,182,24.151672,3,0.058795,0.339017,-0.39049,0.275357,-0.374031,0.31426,37,2,164,25.654373,4,-1.277074,1.031114,0.331073,-0.361621,0.193218,0.050846,37
5,4,6,2,5,3,4,3,4,5,6,3,4,4,3,5,6,4,1,6,2,2,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,5,4,4,5,4.5,3,2,183,33.14521,2,-1.29723,0.311473,-0.061203,-0.380737,-0.398136,-0.493717,39,1,172,23.661438,3,-0.475116,-0.238336,-0.303129,-0.330145,0.121873,0.433553,42
4,6.5,6,5,6,4,6,4,4.5,2,2,2.5,3.5,5,3,2,2.5,1,5.5,5.5,5.5,6.5,5.5,5,5.5,2.5,3,5,4.5,3,2,5,3.5,3.5,3,2,3.5,3.5,6,3,4,4,4,4,3,187,26.309017,3,-0.762591,-0.910595,0.743433,0.985652,1.478856,1.558316,39,2,186,22.835011,3,-0.62031,0.888334,-0.529184,-0.426054,-0.092253,0.606046,36
3,6,4,5,4,6,5,4,5,2,3,3,3,3,4,3,5,2,2,5,3,3,6,4,2,4,4,5,4,5,5,4,4,5,3,2,5,5,5,3,2,5,3,3,1,183,22.395414,3,0.058066,-1.336969,-0.00987,0.217814,0.43145,0.24503,34,2,169,32.561886,2,0.346999,-0.218007,-0.564646,-1.231824,-0.132105,0.155745,35
6,6,5,3,2,4,3,4,5,2,4,5,3,5,5,3,5,2,6,6,5,6,6,5,5,5,2,6,4,4,4,4,4,4,4,5,4,4,6,3,3,6,2,3,2,183,28.367523,4,-0.18764,0.047224,-0.493721,0.342894,-0.925533,1.079068,48,2,165,27.180901,4,0.058066,-0.199644,-0.509592,-0.081025,-0.615956,-0.086879,42
4,2.5,2,2.5,4,3.5,4,2.5,3,2,3,3.5,4,3,3,2,5.5,1.5,2.5,4,3,3,6,5,2,2,5,5,5,2,3,4,4,3,3,3,5,2,6,2,4,7,2,4,3,190,24.930748,3,-1.297958,0.177874,-0.719211,-0.430984,0.121873,0.418341,33,2,165,19.467402,3,-0.457145,0.879644,-0.045333,-0.29821,0.419397,0.087077,40
5,4,4,3,4,4,4,4,3,3,4.5,4,4,3,4,3,3,2.5,5.5,6,4,5.5,5,4,3,2,4,4,4,3.5,3,3,4.5,5.5,4,3,4.5,3,5,3,6,6,5,5,3,178,23.04002,4,-0.475116,0.329836,-0.303129,-0.326901,-0.259094,1.030719,44,1,172,23.661438,3,-0.465402,0.595067,-0.303129,-0.636633,-0.259094,0.876882,39
6,3.5,6,4,2.5,4.5,4,4,3.5,4,5,4.5,3.5,4,4,2,6,4,5,6,5,2.5,6,3.5,3,3.5,4,5.5,4,3.5,4,3.5,4,3.5,5,4.5,5,4.5,5.5,5,3.5,6,3,3,2,192,22.786459,4,-0.34182,0.207384,-0.93547,-0.097243,-0.748972,0.29692,30,2,168,28.344671,3,0.078223,0.198203,-0.180306,-0.523816,-0.132105,-0.052942,29
2,4,5,4,4,4,5,4,4,3,3,4,4,4,4,4,4,4,3,6,4,4,4.5,5.5,4,3,3,5,5.5,4,4,3.5,4.5,3.5,3,4,5,5.5,5,4,2,5,2.5,2,2,193,26.309431,3,-0.475116,-1.072721,-0.303129,-0.212828,0.43145,0.365525,28,2,165,23.875114,3,0.078951,-0.096047,-0.39049,-0.330594,-0.036655,-0.100587,28
3.5,4.5,3.5,3,3.5,4.5,4.5,3.5,4.5,3.5,4.5,3,4.5,3,4,5,5,4.5,4.5,5.5,4.5,2.5,5,4,2.5,3,3.5,6,5,2.5,4,4,3,4,4.5,4,5,5,6.5,3.5,1.5,6,3.5,2,2,176,20.983988,3,-0.475844,-0.522421,-0.154639,-0.528265,-0.225269,0.318346,46,1,171,21.203106,3,-0.05653,0.046241,-0.293333,-0.780571,0.310487,-0.288521,42
3,3,3,4,3,6,4,3,7,1,4,4,3,4,6,4,6,4,1,7,1,1,6,4,4,5,4.5,4,6.5,4,1,1.5,1,4,7,3.5,4.5,6,7,1,1,7,1,1,3,183,29.860552,1,0.36497,-1.638927,-1.08396,-0.308055,-0.374031,-0.845466,52,2,168,33.659298,3,-0.331378,0.651139,0.602386,-0.458454,1.524734,-0.683711,40
4,4,4,3,4,5,4,4,3,4,4,4,3,3,5,3,5,4,2,5,4,3,4.5,4.5,3.5,4,4,5,4.5,3.5,4,4,4,3.5,4,4,4,5,4,4.5,4.5,5,6,3.5,1,173,25.059307,4,0.078951,0.045259,-0.564646,-0.465951,-0.132105,0.174753,32,2,163,21.077196,3,-0.342548,-0.361278,-0.164435,-0.529769,0.022683,0.765065,30
5.5,4.5,4,3.5,4,2,4,4.5,4,4.5,4.5,3.5,4,4.5,3,2,5,6,6,5.5,5,5,4,4,4,3,2.5,5,4,4,3.5,3,2.5,5.5,5.5,4.5,4.5,5,4.5,4,4.5,4.5,3.5,2.5,2,187,26.594984,3,-1.161749,0.055914,-0.164435,-0.068349,-0.259094,0.674305,37,1,165,20.202021,3,-0.064787,-0.096538,-0.273741,-0.591883,-0.114026,0.4383,34
4,2.5,2.5,3,3.5,4.5,3.5,2,4.5,4.5,3.5,4.5,5,4,3.5,3,4,5,2,5,3.5,3.5,5.5,4.5,2,2.5,4.5,5.5,3.5,4,2,5,6,5,5.5,4.5,3.5,3,5,2.5,1,6,1,1.5,2,184,25.697069,3,-1.021653,-0.380133,-0.578656,-0.851471,-0.280867,0.193872,29,2,172,19.267172,4,-0.218967,0.888334,0.348804,-0.700325,-0.673887,-0.418432,29
3.5,4.5,3.5,3,3,6,4,3.5,3,4.5,5,4,2.5,4.5,5,5,6,5,1.5,6,1,1,6,4,3,3.5,4,4,3.5,3.5,3,3.5,2,4.5,6,3.5,4,2.5,4,3.5,1,5,2.5,2,3,176,24.212294,3,0.211518,-0.09703,-0.798637,-0.597353,-0.628009,-0.753032,40,2,167,29.402273,3,-0.60914,0.481797,0.219906,-0.4441,0.221063,-0.052171,36
4,6,6,5,5,3,5,4,4,2,3,3,5,6,5,3,3,2,4,4,3,4,4.5,4,4,4,4,3.5,4,4,4,3.5,2,4,3.5,4,4,4.5,5.5,5.5,2,5.5,2,2,2,175,26.12245,4,-0.454231,-0.768798,0.75509,0.848923,0.673375,0.90534,33,2,160,21.484375,4,-0.608411,-0.361278,-0.433888,-0.467371,0.375852,-0.40699,31
3,4,3,2,1,5,4,6,5,2,6,3,3,7,6,3,5,2,1,5,3,2,6,5,5,4,5,7,4,5,4,2,4,2,4,5,6,2,6,6,1,6,1,2,2,189,20.436157,3,0.902522,-0.541275,-1.290423,0.351745,-1.365838,0.029803,36,2,163,21.453573,4,1.167656,0.065587,0.216185,0.724433,0.109821,-0.780581,33
5,4,2.5,4.5,5.5,4,3.5,2,4,2,6,3.5,6,3.5,3.5,2.5,6.5,4,3,6.5,1.5,3,5,4.5,4.5,3.5,3,4,4,3.5,4,2.5,3.5,3,4,4,4.5,5,5,2.5,2,4.5,2,4,2,172,26.365602,3,-1.154949,-0.351606,0.582794,-0.165906,-0.431962,-0.348639,36,2,171,30.778702,3,-0.465402,-0.086374,-0.40636,-0.13974,-0.247041,0.270272,30
5,5,3.5,3,3.5,5,4,3,3,2,3.5,4,4.5,3.5,3.5,2.5,6,2.5,4.5,4.5,5,4.5,6,3.5,4.5,2,5.5,4.5,4,5,4.5,3.5,5,4,5,4.5,4,3.5,6,5,5.5,6,4.5,3,2,175,29.387754,4,-0.62031,0.329836,-0.015945,0.025965,-0.126079,0.801318,44,2,176,20.015495,4,-0.073772,0.454253,0.182583,-0.276578,-0.023195,0.261101,32
6,3,2,2,5,5,5,3,2,2,2,5,3,2,1,2,3,1,4,5,6,5,5,3,6,2,6,2,4,2,6,4,3,6,3,2,3,3,3,2,6,5,6,6,2,178,20.199471,4,-1.338999,1.163238,-0.600109,-0.686212,0.927354,1.30185,28,2,158,28.040379,4,-1.831869,-0.255716,-0.358183,-0.758726,0.605725,1.530118,31
6,7,7,4,2,5,6,4,3.5,1,6,2,5.5,7,6.5,1,7,7,1,7,6,1,4,6,2,4,6,7,6,6,5,1,2,4,7,7,5,4,7,7,2,7,1,1,3,182,24.453568,4,0.510164,0.207384,0.43746,1.775224,-0.50476,-0.677954,41,2,160,25.390625,4,1.148228,-0.787161,1.52005,0.387187,1.478856,-1.117096,39
5,5,3,3.5,4,6,4,4,3.5,2,4,4.5,4,3.5,4,2.5,6,4.5,3.5,6,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,187,22.305471,3,0.058066,0.055423,-0.025741,-0.096831,-0.132105,-0.228396,37,2,170,22.49135,3,-2.941458,0.289179,-2.645622,-0.425514,-1.024676,0.728962,35
2.5,6,4,4,5,6,4.5,3,3.5,1.5,1.5,2.5,2.5,4.5,5.5,4.5,4.5,1,3.5,6.5,5.5,6,7,3,2,3,3,5,4,7,3,4,6,7,5,5,5,3,7,5.5,2.5,6,6,3.5,3,176,23.889463,3,0.221232,-0.788635,0.101297,0.346612,0.899555,0.954456,42,2,175,16.32653,3,0.883094,0.89899,-0.560925,-0.959791,-0.881987,0.02227,40
5,5,5,4,3,5,4,4,4,3,5,3,3,4,5,3,4,5,4,5,3,3,5,5,4,5,4,5,4,4,5,3,3,4,3,4,4,5,5,4,5,5,3,2.5,1,187,26.309017,4,0.078951,-0.21899,-0.529184,0.189545,-0.628009,0.287928,41,1,170,22.145329,4,-0.208525,-0.767815,-0.287258,-0.326853,0.121873,0.316989,36
6.5,6,4,3.5,5.5,4.5,4.5,3.5,4,2.5,3,2.5,2,4,3.5,1.5,6.5,1.5,6,6,2.5,2,5.5,6.5,2.5,2,5,4,3,4,2.5,3,3.5,3,3,4,4,4,5.5,2.5,1,3,3,2.5,3,185,25.712198,4,-0.619582,0.340491,0.091501,0.54769,0.63955,0.242224,34,3,162,21.338211,3,-0.475116,0.879153,0.370749,-0.031107,-0.072767,0.249672,35
4,4,5,2,2,4,2,5,3,3,7,3,2,3,6,2,6,3,1,6,2,5,5,6,3,2,2,4,3,5,4,4,5,6,3,3,4,5,5,4,2,6,2,2,2,187,24.59321,4,0.367883,0.31049,-1.310015,0.054095,-1.997044,-0.065731,32,2,159,32.039871,4,-0.207068,0.311473,-0.493721,-0.833238,-1.179511,-0.28529,26
5.5,5.5,4.5,3.5,3,5.5,4.5,3.5,3.5,2.5,4,2.5,4,2,5,4.5,5.5,6,5,6.5,1,1,4.5,6,2.5,3.5,2.5,5.5,4.5,4,4.5,2.5,3,5,3.5,4,4.5,5,6,4,3,7,1.5,1.5,2,182,22.944088,3,0.078223,0.197711,-0.128972,-0.133524,-0.219242,-0.496403,29,2,168,19.486961,4,0.068509,-0.37046,-0.242,-0.422886,-0.086227,-0.530217,23
4.5,5,2.5,3.5,4,5.5,4.5,3.5,3.5,3,1.5,4,5,3.5,3.5,4.5,5.5,3,2.5,7,1,3,5.5,2.5,5.5,2,5.5,3,5,1.5,1,2.5,4,5.5,3.5,3,2,1.5,7,5,1.5,7,1,1.5,3,180,18.518518,4,-0.352991,-0.086866,0.235776,-0.501206,0.657629,-0.323841,37,2,167,21.513859,4,-1.986777,1.304544,-0.487081,-0.278755,0.54036,-0.933239,32
4.5,3,5.5,4,3.5,4.5,4.5,3.5,4,5,5,5,3.5,5,3,6,6,6,1.5,6,2,2,5,3,4,2,4,4,4,4,3,5,4,5,5,4,5,3,5,5,5,5,4,3,2,173,26.729927,3,-0.763319,-0.361278,-0.832238,-0.837887,-0.352258,-0.621124,50,2,172,26.365602,3,-0.18764,0.595067,-0.319,-0.739813,-0.132105,0.392447,40
7,5,7,4,5,5,4,5,3,4,4,4,4,4,5,1,4,6.5,1,4,2,3,6,5.5,3.5,3,5.5,3.5,4.5,3,1.5,2,2.5,5,6,4,4,3,6.5,7,5.5,6.5,4.5,4,1,183,26.575891,4,0.346999,0.633758,0.216185,0.427656,0.109821,-0.130717,40,2,168,23.738663,4,-0.876459,1.039804,0.998876,-0.034587,0.766539,0.077103,41
6,3,5,4,4,4,4,5,3,3,4,2,5,5,6,2,5,3,1,5,4,3,5,5,3.5,3,5,6,4.5,5.5,4.5,2.5,3,4.5,3.5,4,4,3.5,6.5,5,1,6,2.5,2,2,202,17.645329,4,0.367883,0.349181,-0.319,0.307996,-0.132105,0.161712,29,2,169,19.257029,3,0.460138,-0.095556,0.085426,-0.177021,0.518587,-0.581905,28
6,5,5,2,5,4,5,4,3,2,3,3,5,5,6,3,4,1,4,6,2,6,4.5,3.5,3.5,4,2.5,4.5,3.5,3.5,3,2.5,3,3.5,3.5,3.5,4.5,2.5,5,1,4,5.5,3,1.5,2,186,26.014568,4,0.099835,0.879644,0.477702,0.460754,0.673375,0.744919,25,2,166,21.410946,4,-0.332106,-0.077684,-0.93547,-0.187462,-0.395803,0.30434,24
4,5,5,4,4,3,4,4,3,2,4,4,3,5,3,2,5,2,2,6,2,2,5,5,3,4,4,6,4,5,4,3,5,4,3,3,5,4,4,3,2,6,2,3,2,192,27.126736,3,-1.029182,-0.219973,-0.287258,0.467879,-0.132105,-0.10672,30,1,175,25.469387,3,0.61359,-0.21899,-0.287258,-0.440926,-0.386083,0.022996,31
6,5.5,3.5,2,3,6,4.5,4,2.5,1.5,3.5,2,2.5,4,6,2.5,6.5,2,1,6.5,1,4,6,4,4.5,2.5,6,5,5,3.5,3,3,3,3,5.5,4,4.5,3,4.5,4,4,4,3,3,3,175,26.12245,1,0.633017,1.021441,-0.521249,0.487471,-0.092253,-0.315968,52,3,174,23.781214,4,-0.198811,0.747028,0.572998,-0.007807,0.915301,0.454718,40
5,6,3,2,3.5,5.5,4,3.5,3.5,2,3,4.5,4.5,4,3.5,2.5,6.5,4,2.5,6.5,2.5,2.5,4,4,4,3.5,3.5,4,3.5,3.5,3.5,3,3,5.5,4,3.5,4,4,5,3.5,2,6.5,2.5,2,2,176,24.212294,4,-0.352991,0.45327,0.261443,0.107942,0.000911,-0.347958,44,2,170,22.49135,2,-0.60914,-0.229154,-0.424092,-0.58864,-0.153878,-0.251778,39
2,3,5,5,3,6,4,3,4,1,2,2,3,5,5,2,6,5,5,5,5,6,6,6,5,3,6,4,5,4,2,3,5,3,4,4,3,2,5,5,2,5,2,2,2,185,23.374725,3,0.077494,-1.337952,-1.08396,0.586095,0.133926,0.733341,31,2,175,25.795918,3,-0.762591,0.898007,0.735498,0.463642,0.407344,-0.244019,27
4,5,4,2.5,5,4,5,3.5,5,5,3.5,2.5,4.5,3.5,2.5,2,4.5,3.5,6.5,6.5,5,4,3,3,1.5,6,4.5,5,4,4,3,1,1,4.5,4,5.5,5,2.5,6,4.5,5,7,5,3,3,193,22.819405,3,-1.040353,-0.389314,0.346943,-0.072409,0.546386,0.758275,25,3,168,21.612812,2,0.078951,-1.035012,-0.459554,-0.146826,0.750793,0.178172,25
5,4.5,4,2,2.5,4.5,4,3,3.5,2,4,3.5,3.5,4,4,2,3,1.5,4,3.5,3.5,4,4.5,4,3,2,5.5,4,4,3.5,3,3,3,4,5.5,4,3.5,3,5.5,3.5,4,5.5,4.5,4,2,185,23.374725,4,-0.609868,0.45327,-0.658082,0.213196,-0.494993,1.069407,36,2,175,20.244898,4,-0.752877,0.452778,0.452035,-0.312058,0.484762,0.472768,37
4.5,4.5,4,4,4.5,4.5,4.5,4.5,4.5,2.5,3,4,3.5,3.5,4,2.5,5.5,3.5,2.5,4,1.5,3,4.5,5,3,2.5,3,5.5,4.5,5.5,3.5,3,3.5,4.5,4,4,5,5.5,4,2,2,3,1,1,3,192,23.328993,3,-0.207796,-0.503075,-0.174231,-0.054249,0.397624,0.07733,40,2,170,22.83737,4,0.614318,0.178366,-0.267666,-0.576009,-0.092253,0.169854,38
6,5,4,3,3,6,4,5,5,3,5,4,5,5,6,4,6,6,4,6,2,1,6,5,4,2,4,5,4,4,3,4,2,4,5,6,4,4,7,7,1,6,1,1,2,188,24.61521,3,0.901065,0.047224,-0.006149,-0.059292,-0.628009,-0.478208,45,1,168,22.321428,2,-0.208525,0.879644,0.235776,-0.066182,0.375852,-1.088866,42
6,5,4,3.5,2.5,3,5,3.5,3,3,6,3.5,2.5,4,4,3,3.5,5.5,2.5,4.5,3,2.5,6,4.5,3,4.5,4.5,5,3.5,3.5,3.5,2.5,2.5,4,4,5,5,3.5,3.5,5.5,2,4,2,2,3,187,24.879179,3,-0.87573,0.481797,-0.780905,0.00809,-0.693373,0.151674,42,2,168,20.549887,3,-0.055073,0.074769,-0.043472,-0.108729,0.215037,0.001045,41
4,4.5,2.5,4,2,4.5,3,4,3.5,2.5,4,3,3.5,4.5,4,3,3,3,3.5,5,3.5,3,5.5,3.5,3.5,3.5,3,4,5,3,3.5,5.5,5,3,4,4,5.5,5.5,3.5,6,3,4.5,2.5,3,2,186,21.967857,4,-0.34182,-0.36177,-0.779045,-0.037488,-0.925533,0.575582,38,1,162,30.102119,1,-0.31195,0.197711,-0.683748,-0.880601,-0.318432,0.160498,37
4,4,4,4,5,5,4,3.5,4,2,2.5,4,3.5,3.5,3,2,4.5,4,1.5,5,3,4.5,5.5,4,5,3.5,4.5,3.5,3.5,4,6,2.5,5,2.5,7,5.5,4.5,4,7,6,1,7,1,1,2,186,21.678806,3,-0.630024,-0.503567,-0.191962,0.013631,0.490788,0.237697,32,1,170,23.529411,3,-0.464673,-0.511274,0.602386,0.247351,-0.419909,-1.130137,30
5,4,4,1.5,3.5,5,3.5,4,2.5,4.5,3,5.5,2.5,4.5,5,5.5,2,7,1,7,1,1,5,4,2.5,2,3.5,4,4.5,4,2.5,2.5,2,3.5,4.5,3,3,3,1,4,2.5,4,2,1,2,185,24.251278,4,0.078951,0.86948,-0.816368,-0.868159,-0.153878,-0.688919,30,2,173,26.06168,2,-0.762591,0.736864,-0.293333,-0.369212,0.409677,0.338487,27
2.5,3.5,3,3,5,3.5,3.5,4.5,6,3,3,4,3,5.5,5.5,4.5,4,2.5,5,5.5,4.5,5,6,4.5,3.5,2,2.5,2,3.5,3,5,4.5,5,3,4,3.5,3,1.5,5.5,5,5,5.5,4,4,3,183,23.291229,4,-0.043174,-1.232389,-0.461415,-0.386271,0.209011,0.93643,28,2,171,20.519135,4,-1.563821,0.312455,-0.527323,-0.127327,-0.90376,0.38702,29
5,5.5,5.5,3.5,4,5,3.5,4.5,3.5,2,3,4,3,4.5,3,4,6,6.5,1,7,1,1,6,5,4,3,4,5,5,3,2,2,2,4,3,3,3,4,7,4,2,7,2,2,2,170,23.183392,4,-0.361976,0.055423,-0.148564,0.259,-0.032915,-1.068679,34,2,155,20.395422,4,-0.764048,0.898007,-0.287258,-0.18456,0.685428,-0.628046,37
6,5,5,2.5,3.5,3.5,3.5,4.5,4,4.5,3.5,4.5,3.5,4,3.5,3.5,3.5,2,4,4,2.5,3.5,5,6,3.5,4.5,6,4.5,4.5,2.5,4,3,2,5.5,5,3.5,3,3,4,3,2,6,4,5,3,172,21.971336,4,-0.618125,0.463434,-0.277462,-0.279146,-0.280867,0.741692,42,2,171,18.125235,4,-1.031367,-0.351606,0.997016,-0.234507,1.014491,0.465384,34
4,4,5.5,4,4.5,4,4,4,4,4,4,4,4,4.5,4,4,4.5,5.5,2,5,3,3,5.5,6,5.5,3,3,6,4,4,4.5,1,3,2,3.5,5.5,5.5,2,7,6,1,6,1,1,2,165,28.650137,3,-0.475116,-0.503567,-0.182166,-0.227141,-0.011142,-0.014418,44,2,167,18.645344,4,0.48928,0.046733,-0.121037,1.126915,-0.120052,-0.999581,41
5,5,4,3.5,3.5,5.5,4.5,3.5,2.5,3,4,3.5,4.5,4,4.5,3.5,5,6,3,6,3,2,6.5,7,2,3.5,1,7,2.5,5,3,1,3.5,5,3.5,4,4,3,7,7,1,7,2.5,2.5,2,173,21.049818,3,-0.065515,0.339017,-0.015945,-0.059611,-0.098279,-0.25324,39,2,168,24.447279,3,0.592705,0.624085,-0.3275,0.13653,-1.195257,-0.887631,35
4,6,2,3,3,4,3,5,5,4,5,4,3,5,3,3,2,4,2,4,3,4,6,5,6,1,4,6,1,5,2,3,5,4,6,4,6,5,5,6,2,6,4,3,2,194,23.913275,2,-0.494543,-0.52193,-0.251796,-0.158877,-0.937585,0.628217,35,2,168,24.447279,3,0.901065,1.42847,0.497294,-0.092221,-1.314813,-0.134372,36
3,4,4,3,4.5,5.5,4,4.5,3.5,2,4,3,5,5,5,3.5,5,3,2,5.5,4.5,4,3.5,5,3.5,4,3,5,4,4,5,3,3.5,4,3.5,3,6,3,6,3.5,2.5,6,4,3,2,174,27.08416,3,0.34627,-0.381115,0.079351,0.137042,-0.011142,0.365808,54,1,168,20.195578,3,0.366426,-0.92945,-0.398425,-0.246865,-0.247041,0.033903,34
4,6,6,2,5,3,4,4,5,2,3,3,4,6,4,3,6,5,4,3,2,4,5,4,2,2,6,5,5,5,2,4,3,5,6,1,3,4,5,2,1,6,3,6,2,191,24.122147,3,-0.741707,-0.256698,0.493573,0.848923,0.363799,0.341445,26,2,181,21.97735,3,-0.227952,0.878661,0.703757,-1.228581,0.915301,0.350848,25
4,6,7,4,2,6,5,2,6,2,6,2,4,6,6,2,3,2.5,6,6,5,5,7,3,3,1,6,3,5,7,2,5,6,3,6,5,4,2,7,7,4,4,3,3,3,180,25,3,0.096922,-1.070755,-0.232204,1.229919,-0.814336,1.133726,41,3,167,22.230988,3,0.062437,1.713046,0.426369,-0.333013,0.153366,-0.078388,35
4,4,4,4,3,5.5,4,4,4,2,4,1,2,4.5,4.5,4,4,6,2,4,2.5,3,4,3,4,5,4,4,4.5,4,3.5,4,3.5,2.5,2.5,4,4,4,1,5,1,4,1,1,1,170,25.951557,3,0.068509,-0.503567,-1.068089,0.259816,-0.374031,0.070399,40,2,160,21.09375,3,-0.475116,-0.627001,-0.972793,-0.415473,0.149672,-0.012582,37
4.5,5,4.5,3,4.5,3.5,4.5,2.5,3.5,2.5,4,3,4,3,3.5,2.5,5,4,3,5,3,2,3.5,5.5,2.5,4,4.5,5,5.5,3.5,3,2,2,3,4,3.5,4.5,3,4,3.5,3,5,3,3,2,196,23.427738,3,-1.15422,0.04575,0.095222,0.135954,0.143646,0.055886,28,3,180,16.975309,3,-0.198811,-0.362261,0.233916,0.038572,0.961179,0.319529,25
