yeara,mktcap,nFIRM,comp,nCEO
1996,8690.0723,378,,
1997,19172.268,228,,
1998,19747.791,252,,
1999,17066.539,330,5376.7949,460
2000,18280.852,326,,
2001,36797.156,177,,
2002,32543.025,176,,
1991,4871.8623,422,2809.657,202
1992,5399.104,416,3467.1465,199
1993,6561.4395,374,3487.5828,296
1994,5941.688,413,4211.6162,241
1995,6274.8979,439,3482.1692,439
1996,7051.2197,442,,
1997,7615.3921,467,4766.0571,411
1998,8457.6611,474,10643.202,186
2002,10952.539,420,,
2003,11014.86,485,,
2005,15206.01,364,,
1991,6362.2349,340,,
1992,6910.1118,333,,
1993,6870.958,351,2433.1375,449
1994,6903.3643,357,,
1995,7095.3979,401,,
1996,8455.7432,387,4992.4531,340
1997,11136.32,353,5047.3872,384
1998,13988.709,339,5590.7378,419
1999,12400.319,420,,
2002,10098.127,449,,
2005,10954.731,469,,
1991,5287.6172,394,1745.1956,376
1992,5510.772,410,2015.1437,454
1993,5416.5005,439,2328.2576,485
1994,5600.5889,431,,
1995,6360.5811,437,,
1991,9814.4912,254,4827.8384,80
1992,10977.456,230,1884.4852,491
1993,12464.768,221,3721.458,267
1994,11881.698,234,3348.9172,331
1995,13208.966,257,4195.8896,350
1996,14728.012,255,4258.98,413
1997,14803.372,282,4528.2852,435
1998,14778.443,317,5611.5352,417
1999,16532.596,340,,
2000,13275.828,412,,
2001,13228.456,385,5743.1431,402
2002,13577.932,355,11346.277,137
2003,15397.127,381,9686.207,191
2004,15526.031,403,,
2005,13475.288,402,,
1991,32149.916,82,2052.2036,314
1992,32718.254,79,,
1993,33654.199,84,,
1994,28538.719,102,,
1995,28299.25,125,,
1996,23759.293,169,,
1997,31747.439,145,,
1998,34579.051,154,,
1999,27663.891,226,,
2000,38591.559,180,7219.4209,365
2001,36014.879,183,7971.7998,262
2002,32584.721,175,20350.424,44
2003,33833.934,187,8033.46,265
2004,32478.354,191,,
2005,32526.65,175,,
1991,7980.1387,292,,
1992,6953.6211,328,,
1993,7228.5669,337,,
1994,6451.3174,382,,
1995,6565.3804,424,,
1996,6388.8867,489,,
1998,13477.353,348,,
1999,12050.738,428,5826.811,422
2000,16986.826,341,5775.0244,439
2001,16247.058,335,6305.6519,359
2002,18215.389,293,4664.2798,455
2003,22855.791,275,,
2004,24700.24,261,,
2005,30622.594,190,,
1991,33906.078,77,2964.6406,187
1992,33784.867,74,2647.1001,302
1993,41869.145,65,3708.6924,269
1994,28051.506,107,,
1995,30403.543,108,3934.0293,382
1996,31512.67,128,,
1991,17940.027,139,,
1992,14724.985,185,,
1993,13886.459,206,,
1994,12979.669,216,,
1995,15718.093,225,,
1996,15662.271,245,,
1997,16761.127,257,,
1998,14255.347,328,,
1999,12950.341,406,,
1991,27116.254,89,8897.2754,19
1992,30896.971,82,11200.996,27
1993,42111.906,63,7158.3433,89
1994,39680.922,68,6951.4893,99
1995,50116.547,68,12425.579,65
1996,57002.574,69,16247.454,69
1997,62852.109,79,17976.418,58
1998,59455.367,89,26195.473,53
1999,65747.445,108,,
1991,7060.4438,318,,
1992,7241.8203,319,7472.4033,57
1993,7624.2363,314,,
1994,8013.1284,319,,
1995,9124.1602,333,,
1996,12436.398,290,,
1997,7436.0132,480,,
1998,9054.1602,452,,
1999,15228.727,364,,
2000,16508.609,352,,
2001,14699.868,357,,
2002,13536.347,357,,
2003,15910.435,370,7321.7163,293
2004,12750.4,474,,
1995,16672,216,,
1996,16837.176,230,,
1997,17349.406,248,,
1998,17416.744,287,,
1999,16609.018,338,,
2000,16657.59,348,,
2001,17172.768,322,,
2002,18595.102,288,,
2003,18864.934,316,,
2004,20649.6,304,,
2005,20826.535,271,,
1991,16698.346,150,2438.155,256
1992,19278.861,134,2572.8027,314
1993,23810.822,115,3055.4539,344
1994,21393.9,132,,
1995,23179.021,153,,
1996,27497.008,149,,
1997,33746.984,136,,
1998,26097.787,188,,
1999,18154.158,312,,
2000,16420.109,353,,
2001,17203.92,321,9616.8945,203
2002,15025.699,334,10078.746,161
2003,18000.582,329,10146.169,170
2004,17901.375,353,,
2005,17989.365,318,,
1991,10168.479,246.5,,
1992,10284.169,239.5,,
1993,10031.896,255.5,,
1994,8669.0049,296.5,,
1995,9524.9873,323,,
1996,9142.2959,361,,
1997,9048.5029,421,,
1991,6383.4438,339,1706.6018,383
1992,5669.0762,398,1970.3848,468
1993,6252.4814,386,,
1994,5733.8188,423,,
1995,5648.6221,479,,
1991,46054.973,48,7711.4067,29
1992,54481.172,39,3450.2263,203
1993,54321.875,49,9412.7002,61
1994,49410.199,53,3840.9673,277
1995,65428.219,51,22272.711,22
1996,65317.488,56,,
1997,69084.156,69,8532.457,193
1998,77103.508,74,12757.478,161
1999,62073.105,116,11629.093,213
2000,81396.375,93,39948.117,26
2001,94776.734,70,16428.207,78
2002,81738.008,69,14211.388,97
2003,86221.766,77,12896.703,108
2004,92432.859,72,,
2005,101513.27,56,,
1991,37911.629,63,4489.3999,92
1992,32757.328,78,4604.7422,125
1993,31024.686,93,6345.0029,108
1994,34165.07,81,8064.4521,72
1995,51249.949,65,11480.314,73
1996,64990.117,58,18828.617,51
1997,108716.69,35,28178.379,26
1998,177300.56,21,30693.764,41
1999,139139.42,49,27199.842,73
2000,307498,15,25540.313,53
2001,264207.5,21,21680.984,44
2002,205796.48,24,17335.703,66
2003,289652.22,19,19940.736,47
2004,223574.22,27,,
2005,190455.78,27,,
1991,3986.8577,484,3938.7539,128
1992,5344.416,418,2920.6936,263
1993,5488.9355,436,4838.499,163
1994,6731.1484,364,4211.2603,242
1995,6383.9453,433,3662.5112,420
1996,6396.8223,488,5753.8369,272
1999,10083.894,488,,
2004,12182.602,492,,
2005,16782.717,340,,
1991,114645.46,9,1511.0962,434
1992,184319.86,5,2349.7625,358
1993,208849.81,4,,
1996,208425.41,9,,
1997,280990.16,9,,
1991,15981.378,161,1391.538,477
1992,15329.729,177,,
1993,15880.182,186,,
1994,14379.04,205,,
1995,14993.043,233,,
1996,13306.553,278,,
1997,13341.521,304,,
1998,16579.756,296,,
1999,15566.808,361,10066.466,251
2000,45370.34,153,9348.7598,277
2001,36775.488,178,7346.3047,298
2002,41363.121,129,7676.2388,235
2003,47843.234,140,10443.946,159
2004,53282.43,133,,
2005,56960.879,102,,
1991,125783.79,6,20968.123,2
1992,119716.66,8,3654.9932,181
1993,96514.133,19,15698.133,22
1994,94736.172,22,5427.8545,153
1995,120622.71,17,14379.275,51
1996,136241.89,20,20950.592,39
1997,153033.42,20,9270.7939,173
1998,174845.56,23,24817.592,62
1999,96233.57,75,21780.451,99
2000,154588.42,45,24093.371,58
2001,149958.42,43,11180.031,165
2002,133490.19,42,23327.521,30
2003,158842.58,39,12497.348,117
2004,167938.34,35,,
2005,190655.3,26,,
1993,6184.4551,393,,
1994,5105.8081,465,,
1995,5588.5098,483,,
1996,39595.965,105,,
1997,42780.469,110,,
1998,42146.844,122,,
2000,63219.328,111,,
2001,54798.938,111,,
2002,40139.375,132,,
2003,54209.699,114,,
2004,50596.723,138,,
1991,16289.909,156,2042.666,315
1992,16538.002,158,3073.4814,242
1993,16815.963,174,2787.1531,384
1994,17846.172,165,3079.1365,369
1995,18225.998,194,4871.2583,284
1996,21204.617,188,4739.8145,360
1997,21575.732,210,4383.0039,447
1998,20131.617,248,4975.4795,470
1999,21551.27,273,13747.623,179
2000,27047.307,237,47372.41,21
2001,38956.191,161,19848.898,55
2002,68861.977,83,10045.837,162
2003,79295.445,82,10907.553,150
2004,91733.883,73,,
2005,109703.92,52,,
1991,7633.4658,303,,
1992,6161.8911,365,,
1993,6803.4814,360,,
1994,6250.3218,391,,
1995,6497.3691,429,,
1997,7840.0381,457,,
1998,8875.1719,462,,
1991,10782.949,235,3640.0217,141
1992,12478.551,214,2880.9187,270
1993,12514.197,220,3262.5146,318
1994,11087.122,239,3739.3596,288
1995,13257.286,256,,
1996,14171.304,264,3920.5076,461
1997,18544.391,237,5253.8535,370
1998,23796.002,214,6386.0625,361
1999,18703.74,305,7177.4609,344
2000,13632.96,404,,
2001,14900.331,354,,
2002,13468.152,359,6534.0708,308
2003,14657.668,392,5183.1606,443
2004,15966.372,391,,
2005,15142.528,365,,
1991,7345.2881,308,,
1992,7280.2876,318,,
1993,7760.8062,306,,
1994,6784.7026,362,,
1995,7910.1382,371,,
1996,7417.1875,423,,
1997,7109.9092,500,,
2002,11159.346,417,,
2003,11298.237,475,,
2005,11367.94,458,,
1991,4934.1377,416,,
1991,44588.043,49,,
1992,51860.48,42,3999.7466,151
1993,59849.75,39,4529.8975,181
1994,58762.453,45,5274.522,166
1995,72233.406,36,4724.5752,297
1996,82799.992,37,5785.3735,271
1997,115882.5,30,7050.7593,244
1998,145430.66,34,6657.1475,347
1999,140709.88,48,20750.684,109
2000,96361.883,79,6335.1611,412
2001,102029.18,63,15155.158,92
2002,136721.47,38,17954.619,63
2003,133654.58,44,24225.299,29
2004,161540.84,37,,
2005,153261.09,35,,
2002,9174.9053,490,,
2005,13766.196,396,,
1992,4732.4175,457,,
1993,6210.1084,389,,
1994,7246.7466,347,,
1995,8180.1143,357,3866.2498,396
1996,9417.2314,354,,
1997,12109.188,325,,
1998,14062.126,335,,
1999,14527.858,380,,
2000,16033.312,362,,
2001,19700.467,287,5346.8945,432
2002,20998.16,261,,
2003,23070.865,270,,
2004,25387.465,250,,
2005,26327.496,219,,
1991,17040.311,147,1364.0875,485
1992,18177.494,142,,
1993,19284.828,149,2283.6887,493
1994,18971.48,155,5267.375,167
1995,17703.307,200,3895.845,390
1996,16624.826,231,14800.63,76
1997,26331.443,178,,
1998,25981.459,191,,
1991,4389.6943,453.5,,
1992,4696.6475,463.5,,
1993,4944.6255,476.5,,
1994,4742.4629,488,,
1997,9792.8301,397,,
1998,10045.763,425,,
1991,17776.611,140,,
1992,18119.004,143,,
1993,18405.92,159,,
1994,16602.701,178,,
1995,17507.725,203,,
1996,15784.268,242,,
1997,17520.662,245,7740.0313,214
1998,19260.307,257,,
1997,7141.3164,497,,
1998,10424.964,411,,
1999,12737.26,409,,
2000,12065.151,429,,
2001,12023.483,411,,
2003,11328.231,472,,
2004,16447.482,382,,
1991,4537.4629,440,,
1992,4688.9526,465,3461.5342,200
1993,4812.3496,485,2465.2288,442
2004,12857.562,471,,
2005,15341.527,360,,
1991,7674.729,299,,
1992,6962.4829,326,3580.5974,188
1993,8414.3379,292,5875.7183,130
1994,7949.2607,320,9712.6758,50
1995,8514.6074,347,,
1996,8646.1875,382,,
1997,10224.027,381,6574.1133,263
1998,10791.776,394,9081.5752,234
1999,11093.643,456,7771.2998,319
2000,14889.404,379,,
1991,10653.757,237,,
1992,10265.493,242,,
1993,10337.837,248,,
1991,9840.6563,253,1850.9376,362
1992,10562.589,234,2593.9272,311
1993,13446.454,211,3513.6138,291
1994,12419.722,224,4185.4097,245
1995,18262.365,192,8050.7852,138
1996,18978.49,207,20567.236,40
1997,36142.258,126,11878.901,123
1998,35716.656,149,10919.547,181
1999,26153.895,238,13294.934,182
2000,25761.508,244,7800.7231,337
2001,26960.826,230,9658.6709,202
2002,26517.971,203,9256.4434,184
2003,25461.725,253,5162.4619,446
2004,28594.104,217,,
2005,28068.914,204,,
1997,8388.9375,438,,
1991,4273.1548,464,1964.8524,328
1998,15641.034,310,10484.935,188
1991,10592.108,241,,
1992,11566.744,224,,
1993,13177.499,215,,
1994,14508.582,203,,
1995,18070.244,196,,
1996,24062.672,163,,
1997,20915.197,216,,
1998,19561.848,253,,
1999,22926.004,265,,
2000,27482.426,234,,
2001,18810.453,298,,
2004,12962.858,467,,
2005,11802.418,439,,
1991,37743.453,65,,
1992,34152.281,72,38053.406,2
1993,30545.168,94,17085.789,17
1994,28266.732,104,25902.648,7
1995,28574.432,121,16231.798,41
1996,29045.182,140,10669.188,125
1997,31635.816,146,13752.198,96
1998,28577.969,175,29329.709,46
1999,11227.678,448,,
1991,7814.4521,295,,
1992,9082.4521,263,,
1993,8682.4941,284,,
1994,9481.4189,270,2972.9211,384
1995,9781.2402,314,,
1996,9290.6553,358,,
1997,9068.4805,420,,
1996,9461.4316,353,,
1997,13467.409,299,9933.6396,152
1998,18699.869,263,,
1995,6455.5122,432,,
1998,8141.7207,489,,
1991,12560.374,214,4092.6284,117
1992,14553.907,190,7789.0225,55
1993,16843.855,173,4316.3096,198
1994,15503.979,185,5323.2036,160
1995,20603.645,168,7197.5142,172
1996,19314.234,204,9479.25,145
1997,16952.947,252,,
1998,11230.486,386,6707.2026,345
1999,14396.166,382,8204.2402,304
2005,11044.339,467,,
1996,6905.0205,453,,
2004,14954.314,418,,
2005,19720.576,286,,
1991,5069.4175,403,1588.0797,407
1992,6589.9097,350,,
1993,6966.3696,348,,
1994,6813.6621,361,,
1995,7065.8013,403,,
1996,7834.8389,407,,
1997,8313.1738,440,,
1999,15796.562,358,,
2000,14313.462,388,,
2001,12588.364,396,5222.6167,439
2002,12077.609,392,5167.4561,412
2003,13783.096,407,,
2004,14026.095,446,,
2005,13888.142,394,,
1991,14182.639,192,3161.0515,170
1992,10428.224,238,3505.9775,195
1993,8521.5615,290,2255.1885,500
1994,8472.6738,304,,
1995,14768.826,236,,
1996,17845.432,220,,
1991,4057.8442,477,,
1991,83291.797,15,,
1992,77711.664,22,,
1993,89891.063,22,,
1994,93294.289,24,,
1995,115246.69,19,,
1996,130929.2,22,,
1997,150255.69,21,,
1998,136236.91,37,,
1999,163751.39,38,,
2000,164907.33,41,,
2001,130070.84,50,,
1991,7645.6904,301,1785.8856,372
1992,6279.4326,360,2347.488,360
1993,6738.0034,364,5889.8457,127
1991,5759.0737,371,2171.4133,290
1992,5995.6411,374,1883.8595,492
1993,5419.6357,438,3684.6016,274
1994,5592.3169,432,,
1995,6479.0605,431,,
1996,6441.8936,482,3982.9526,445
1991,4295.9771,461,,
1991,14867.226,176,,
1992,16480.395,160,,
1993,17397.871,168,,
1994,18070.215,160,,
1995,20231.553,171,,
1996,21699.639,186,,
1997,31906.127,142,,
1998,31797.57,163,,
1999,30127.279,209,,
2000,31010.551,217,7183.27,366
2001,29722.643,207,7325.2119,301
2002,33608.254,169,8709.8438,204
2003,34069.957,185,8115.6885,259
2004,15854.936,393,,
2005,15827.751,349,,
1991,7633.6919,302,,
1992,7051.1323,323,,
1993,7584.4932,316,9447.1016,60
1994,8409.7393,305,,
1995,10635.16,292,,
1996,14490.201,259,,
1997,22122.406,204,21399.744,39
1998,39356.852,135,,
1999,28693.322,222,49040.445,27
2000,41573.051,168,,
2001,30716.127,205,,
2002,21253.65,256,,
2003,19531.666,310,,
2004,17822.895,354,,
2005,18951.344,302,,
2003,10795.97,497,8064.5923,263
2004,14558.51,429,,
2005,18082.781,314,,
1991,16044.218,158,,
1992,16939.156,154,,
1993,20311.051,139,2464.7278,443
1994,20530.961,139,2424.9856,475
1995,22374.607,159,4312.5542,341
1996,22983.563,176,,
1997,24903.9,192,,
1998,41296.344,124,5736.3691,405
1999,40872.387,171,5078.606,489
2000,45753.852,151,10058.515,256
2001,41400.926,151,,
2002,40274.934,130,10355.38,154
2003,39950.355,167,9344.4131,204
1991,5538.6045,380.5,1331.106,495
1992,6119.1445,368.5,,
1993,6295.8008,383.5,,
1994,5415.2012,446,,
1995,5858.3184,470.5,,
1991,6836.8535,326,,
1992,6683.501,345,3991.9734,154
1993,8558.4346,289,3281.1367,317
1994,7112.207,351,,
1991,17092.207,146,,
1992,21383.291,121,5968.9897,84
1993,21285.479,136,2851.7,371
1994,20236.619,146,4100.6704,251
1995,23796.094,149,9444.1768,103
1996,25266.486,160,7370.2339,201
1997,29606.48,158,19941.723,47
1998,36196.543,147,18350.016,103
1999,29880.867,212,19764.055,117
2000,26573.768,239,,
2001,23058.182,252,10149.833,185
2002,26561.367,202,10032.628,163
2003,25825.861,251,10528.78,158
1991,4203.3257,471,,
1992,4207.668,499,,
1993,5044.8115,469,,
1994,4893.0815,479,,
1995,5867.0928,469,,
1991,18650.287,136,5051.4141,74
1992,17428.396,150,4805.9209,113
1993,17897.281,165,5510.0708,148
1994,18026.277,161,7274.2349,89
1995,24672.426,144,6692.4189,187
1996,28478.992,146,9029.7305,154
1997,51298.516,95,15463.279,76
1998,87979.094,63,18921.877,100
1999,67746.305,103,19010.096,125
2000,87497.25,87,11815.632,203
2001,55868.246,110,22096.508,43
2002,36689.219,159,9509.9326,177
2003,31148.143,202,11903.732,129
2004,37104.105,175,,
2005,35911.117,150,,
1991,21278.482,118,6604.5605,39
1992,19240.553,135,1978.3888,466
2002,36792.027,158,6767.0557,294
2003,43482.047,153,10886.438,151
2004,45174.113,153,,
2005,60374.867,96,,
2000,12319.338,425,20265.479,89
1991,7886.2188,294,1934.8818,338
1992,7538.3516,311,,
1993,8787.7168,280,20766.635,11
1994,9707.4619,267,,
1996,7697.373,411,6092.9219,256
1997,11936.161,328,5298.4707,365
1998,8413.417,479,15342.314,132
2000,14908.86,378,,
1991,19642.379,130,,
1992,16641.789,157,3274.1582,220
1993,20299.883,140,12988.695,35
1994,20099.436,147,,
1995,25473.893,139,12915.967,58
1996,24297.756,161,4434.709,396
1997,24897.525,193,4197.3081,468
1998,25370.855,197,23292.207,74
1999,42112.773,163,,
2000,43242.164,159,,
1998,7936.3154,498,,
1991,125059.27,7,1657.6685,393
1992,104251.33,11,5420.5713,98
1993,112306.05,14,,
1994,109503.38,17,14469.543,30
1995,48095.563,73,4352.5957,336
1996,52450.391,78,13500.354,87
1997,52954.527,92,5054.1733,382
1998,49660.211,104,8949.2412,237
1999,42227.523,161,13628.336,180
2000,41708.699,167,6952.4941,378
2001,52209.238,118,,
2002,49182.242,115,,
2003,29915.936,209,6600.5313,325
2004,25104.541,254,,
1993,5520.9004,431,4805.3999,164
1994,7045.8335,353,4590.0693,208
1995,11302.758,279,7956.5386,140
1996,13553.571,273,18299.105,56
1997,16952.133,253,5594.8911,342
1998,19882.299,250,12936.944,160
1999,12384.784,421,5521.0269,447
2000,10896.243,466,5282.8906,478
2001,10799.083,448,5003.6431,458
2002,9486.3857,476,,
1991,55765.613,38,,
1992,51011.715,43,,
1993,58213.398,43,,
1994,59564.801,44,,
1995,70974.516,41,,
1996,82544.945,38,,
1997,94995.914,46,,
1998,83785.188,68,,
1999,103699.75,70,,
2000,102091.49,73,,
2001,84625.695,79,,
1991,4012.772,482,3016.9751,179
1992,4464.1279,483,2905.7026,266
1993,4723.3447,491,2722.7014,398
1994,4841.1104,481,2693.0986,429
1995,5304.0645,499,6033.8169,220
1996,6771.709,462,,
1991,43006.309,53,,
1992,47013.559,48,,
1993,55420.441,46,,
1994,58721.891,46,,
1995,62734.797,53,,
1996,63070.711,60,,
1997,71536.203,65,,
1998,76416.188,75,,
1999,172465.14,36,,
2000,109141.33,69,,
2001,88214.172,76,,
2002,78640.195,73,,
2003,96404.719,69,,
2004,92589.695,71,,
1991,24441.408,99,,
1992,24068.398,102,,
1993,22865.109,126,,
1994,20758.693,137,,
1995,22871.258,155,,
1996,23777.211,168,,
1997,26939.971,171,,
1998,25685.273,193,,
1999,35101.828,188,10081.292,250
2000,32442.797,208,,
2001,31303.699,201,5397.7222,429
2002,25786.053,210,7733.0015,232
2003,28933.121,216,11074.236,146
2004,29718.783,211,,
2005,33117.164,170,,
1991,28157.746,88,1455.8098,452
1992,28949.666,84,,
1993,32163.754,91,,
1994,30999.633,95,,
1995,36542.957,92,,
1996,33729.375,120,,
1997,40787.086,116,,
1998,43737.098,118,,
1999,41211.813,168,,
2000,39246.504,174,6817.1553,384
2001,34624.305,189,6320.7285,357
2002,37637.555,149,7696.272,234
2003,40486.473,164,4974.3115,467
2004,42449.863,158,,
2005,43758.961,131,,
1991,4476.0625,447,,
1992,4502.353,480,,
1993,5535.7334,429,,
1994,4725.4102,493,,
1995,5385.0176,494,,
1991,5417.6694,386,,
1992,5332.3706,419,,
1993,6804.792,359,,
1994,5542.394,437,,
1992,4668.8345,468,,
1993,7551.3774,319,,
1997,7593.6797,470,,
1998,9648.4131,437,,
1999,10398.925,479,,
2000,19269.938,314,,
2001,17670.961,313,,
2002,13533.548,358,,
2003,15189.255,384,,
2004,15566.239,400,,
2005,16784.846,338,,
1991,35763.16,72,5442.5342,62
1992,38396.496,62,7403.1841,59
1993,44378.379,60,6447.584,106
1994,44230.414,61,7147.9077,93
1995,54186.379,62,8707.9277,118
1996,50023.105,90,20484.895,41
1997,102597.24,38,27338.549,29
1998,140314.89,36,23793.783,70
1999,221923.64,25,26014.07,79
2000,223097.36,24,70563.219,14
2001,182264.7,34,25428.342,31
2002,135403.16,41,28092.473,17
2003,125119.13,49,15206.292,82
2004,126292.84,52,,
2005,151787.95,37,,
1991,8169.895,284,1495.0679,440
1992,7574.5269,309,,
1993,7421.4297,328,,
1994,8487.8828,303,3939.4426,265
1995,6992.5527,407,3313.1257,460
1996,7181.9355,436,,
2005,10621.553,483,,
2000,11435.98,451,,
2001,12496.265,400,,
2002,13981.777,346,,
2003,16862.973,350,,
2004,18942.549,334,,
2005,17473.936,328,,
1991,60688.18,31,,
1992,59932.918,35,,
1993,55684.84,45,,
1994,59931.16,43,,
1995,57480.348,55,,
1996,55188.5,73,3610.3013,500
1997,48344.613,100,,
1998,46059.563,110,,
1999,51095.824,140,13939.682,175
2000,58703.313,114,21148.955,80
2001,62921.555,97,40435.973,9
2002,64488.516,90,24184.486,27
2003,74328.516,85,,
2004,95119.547,67,,
2005,106028.8,55,,
1991,8167.5933,285,,
1992,7819.1665,299,2152.0049,411
1993,7559.1909,318,,
1994,8171.4985,316,,
1995,6665.1523,420,,
1996,6514.627,478,,
1997,7162.7402,494,,
2005,15608.636,355,,
1991,3862.8916,494,3215.6953,167
1992,5966.8115,375,2113.8469,425
1993,6041.2422,399,,
1994,5456.3491,444,,
1995,5549.2368,489,,
1991,12897.79,213,,
1992,10551.13,235,,
1993,6431.376,378,,
1991,5863.7656,363,,
1992,6647.2773,347,,
1993,6647.479,368,,
1994,6123.7573,401,,
1995,7470.4966,385,,
1996,8309.1914,392,,
1997,8482.4844,432,,
1998,11169.912,387,,
1999,12520.532,414,,
2000,16770.342,343,,
2001,20615.207,277,5353.2686,431
2002,20352.766,268,4414.3877,474
2003,22177.721,281,5123.7251,453
2004,25141.451,253,,
2005,24557.395,236,,
1991,6567.7725,334,,
1992,6988.1938,324,,
1993,8211.9941,295,,
1994,8902.6436,290,,
1995,9658.2451,319,,
1996,11097.425,314,,
1997,12306.828,321,,
1998,12924.229,353,,
1999,19867.982,287,,
2000,10236.396,494,,
2003,11158.396,480,,
1991,4612.7891,434,,
1992,4646.2227,469,,
1993,4823.4941,484,,
1991,7221.6465,313,4704.9395,85
1992,8610.0313,277,3903.407,157
1993,9059.6572,275,5919.0664,121
1994,8674.4238,295,6562.6914,108
1995,9217.6123,329,7495.8169,156
1996,10315.043,333,8311.6416,170
1997,11810.128,331,5889.6602,306
1998,12452.236,362,7779.4492,282
1999,20985.777,277,10787.169,232
2000,17598.75,331,13248.954,164
2001,15948.91,340,,
1991,3875.2681,493,,
1991,21942.355,113.5,,
1992,23760.619,104.5,,
1993,27951.199,101.5,,
1994,28222.701,105.5,16777.746,24
1995,30826.902,107,,
1996,30404.785,133,22617.713,32
