yeara,mktcap,nFIRM,comp,nCEO
2003,130772.41,46,,
2004,130985.16,49,,
2003,15922.875,369,9949.9238,179
2004,15533.344,402,,
2005,15732.597,350,,
1997,7494.313,477,12268.563,117
1998,8479.4629,473,,
2005,10638.884,481,,
1993,4693.3325,496,,
1995,6038.7603,461,,
1993,5114.6729,464,,
2005,11183.937,463,,
1991,4133.541,473,,
1992,6849.1587,336,,
1993,6951.8813,349,,
1994,7115.6641,350,,
1995,7410.0171,388,,
1996,9789.375,348,,
1997,11905.518,329,,
1998,9785.4619,432,,
1991,5589.0576,378,,
1992,5705.4058,395,,
1993,7333.1069,334,,
1994,7293.8315,344,,
1995,9873.9014,309,,
1996,11169.21,312,,
1997,11575.446,343,,
1998,10694.62,398,,
2005,14070.234,390,,
1998,41363.598,123,,
1999,49048.184,144,,
2000,49972.891,134,,
2001,38520.559,165,,
2002,39168.566,139,,
2003,51560.164,120,,
2004,58143.684,115,,
2005,54027.098,113,,
1998,30718.789,165,,
1999,25166.531,242,,
2000,30956.203,218,,
2001,25343.082,236,,
2002,27022.773,201,,
2003,30484.359,206,,
2004,31850.584,196,,
2005,34723.602,157,,
1991,4382.1392,456,,
1994,4998.3423,473,,
1992,8936.665,268,,
1993,11246.77,235,,
1994,12319.68,226,,
1995,13025.076,259,,
1996,14145.283,265,,
1997,12306.884,320,,
1998,22439.336,227,,
1999,31083.887,204,,
2000,33665.898,202,,
2001,36895.664,175,,
2002,36485.98,160,,
2003,48236.344,137,,
2004,54799.188,125,,
2005,72426.469,77,,
1992,4860.0518,451,,
1993,4993.896,472,,
1994,5540.8911,438,,
1995,5898.873,467,,
1996,6923.6553,449,,
1993,73340.969,29,,
1994,80502.391,28,,
1995,87843.984,27,,
1996,89796.664,34,,
1997,97391.039,44,,
1998,222549,14,,
1999,217750.64,27,,
2000,183962.81,35,,
2001,183074.39,32,,
2002,181632.03,28,,
2003,211181.97,28,,
2004,227089.06,24,,
2005,216489.83,23,,
1991,6981.0269,322,,
1995,5702.1943,478,,
1996,50876.82,88,,
1997,51955.898,94,,
1999,98646.031,73,,
1991,28888.01,86,,
1992,28279.803,87,,
1993,25323.352,108,,
1994,25841.832,113,,
1995,29668.693,113,,
1996,30387.275,134,,
1995,22847.271,156,,
1998,66501.68,82,,
1999,57323.742,129,,
2000,47634.094,142,,
2001,53606.871,115,,
2002,57687.73,98,,
2003,48806.324,133,,
2004,54998.699,122,,
2005,54089.98,112,,
1991,20608.152,122,,
1992,18297.221,140,,
1993,19567.088,145,,
1994,21458.512,131,,
1995,21603.178,164,,
1996,18213.66,215,,
1997,13709.304,295,,
1998,19523.008,254,,
2003,16446.893,356,,
2004,17134.684,372,,
1993,4754.6743,488,,
1994,5473.9316,442,,
1995,5912.6782,465,,
1996,6689.4282,467,,
1997,7304.6987,487,,
1991,25644.656,96,,
1992,29158.896,83,,
1993,32861.188,89,,
1994,37696.676,73,,
1995,32729.365,104,,
1996,23033.076,175,,
1997,20984.559,215,,
1998,20723.582,242,,
1999,21278.949,275,,
2000,19259.492,315,,
2001,16675.531,328,,
2002,24970.389,222,,
2003,33345.086,189,,
2004,22163.082,290,,
1998,38689.246,140,,
1999,52605.563,139,,
2000,40417.555,173,,
2001,35463.574,187,,
2002,31909.664,181,,
1991,60269.445,32,,
1992,73434.422,25,,
1993,85886.156,25,,
1994,92283.406,25,,
1995,79712.625,33,,
1996,68465.922,53,,
1997,62866.32,78,,
1999,70604.773,97,,
2000,69509.047,105,,
2001,72747.297,87,,
2002,72846.102,76,,
2003,97326.508,67,,
2003,104809.16,64,,
2004,114625.67,56,,
2005,124369.13,48,,
1991,25962.75,93,,
1992,8123.1958,291,,
1995,47471.691,74,,
1996,75619.258,44,,
1997,82065.047,51,,
1998,85330.773,66,,
1999,98742.453,72,,
2000,124373.8,56,,
2001,92128.453,72,,
2002,80134.984,70,,
2003,108261.41,60,,
2004,119486.05,55,,
2005,124553.31,47,,
1991,53570.723,39,,
1992,49948.785,44,,
1993,53656.719,51,,
1994,56757.289,48,,
1995,55635.762,60,,
1996,57339.238,68,,
1997,58976.402,85,,
1998,57485.25,91,,
1999,67949.688,102,,
1991,4045.0635,479,11264.129,10
1992,4419.4048,486,,
1991,7696.7969,298,,
1992,7413.5449,315,,
1993,10655.34,242,,
1994,12504.293,221,,
1995,13638.282,251,,
1996,12950.049,283,,
1997,12280.063,322,,
1995,55411.391,61,,
1996,65255.816,57,,
1997,79381.984,54,,
1998,98075.188,55,,
1999,133260.66,53,,
2000,125566.83,54,,
2001,103766.24,60,,
2002,97333.875,58,,
1991,16873.648,148,,
1992,17150.449,153,,
1993,19115.172,152,,
1994,20482.658,141,,
1995,30343.67,109,,
1996,33200.43,122,,
1997,27758.92,167,,
1998,24867.752,202,,
1999,41035.191,169,,
2000,35946.25,194,,
2001,37607.324,168,,
2002,37497.277,151,,
2003,47976.059,139,,
2004,53558.281,132,,
2005,66486.789,85,,
1991,6302.3423,344,,
1992,5484.2036,412,,
1993,5309.0205,450,,
1995,5371.6626,496,,
1996,6913.8687,452,,
1991,7592.4302,304,,
1992,6365.29,359,,
1993,7178.1938,340,,
1994,14794.637,197,,
1995,8912.4375,336,,
1996,9761.5049,350,,
1997,7544.2749,474,,
1991,34314.59,75,,
1992,38958.055,60,,
1993,46123.84,59,,
1994,28276.523,103,,
1995,19898.82,174,,
1996,18640.758,210,,
1997,28988,160,,
1998,24513.543,206,,
1999,49089.035,143,,
2000,42783.379,161,,
2001,32602.768,195,,
2002,28323.371,192,,
2003,25979.771,249,,
2004,32394.156,192,,
2005,35430.324,153,,
1991,85348.266,14,,
1992,94581.516,15,,
1993,109723.8,15,,
1994,149225.25,7,,
1995,152345.94,11,,
1996,162389.14,14,,
1997,167347.52,16,,
1998,188715.92,19,,
1999,285139.06,18,,
2000,206136.81,31,,
2001,188465.97,30,,
2002,175544.5,32,,
2003,233131.25,24,,
2004,234981.28,23,,
2005,287107.38,16,,
2002,9354.3115,483,,
2003,12277.491,446,,
2004,12124.125,494,,
2005,15689.89,351,,
1991,14801.706,177,,
1992,15231.77,178,,
1993,11464.188,231,,
1994,12751.903,219,,
1995,14581.864,238,,
1996,16484.922,234,,
1997,17488.59,246,,
1998,17650.545,284,,
1999,17401.609,325,,
2000,13566.202,408,,
2001,12252.117,404,,
2002,12871.152,376,,
2001,9524.8701,497,,
2005,13186.98,407,,
2005,11666.872,443,,
1993,6643.9517,369,2366.1189,473
1994,4729.8428,492,4816.3003,193
2004,12536.935,480,,
2005,23289.516,248,,
1993,7396.9048,331,,
1994,6223.4053,395,2717.2947,426
1995,16889.471,212,11537.406,72
1996,36664.949,112,18826.809,52
1997,57152.258,87,31621.762,24
1998,105268.99,51,65399.555,12
1999,210750.94,30,107822.52,13
2000,472333.88,9,129043.76,4
2001,145396.88,46,57508.73,7
2002,101226.64,54,33846.805,11
2003,136842.59,41,,
2004,138099.33,45,,
2005,117691.75,49,,
1991,5930.8569,358,5444.4243,61
1992,7596.7173,308,3612.0774,185
1993,6807.0986,357,3998.4358,236
1994,6658.938,369,,
1995,6632.3364,423,,
1996,6409.9624,487,,
1991,4896.2139,420,,
1992,5520.4937,409,,
1993,5543.6479,426,,
1994,5265.7446,456,,
1995,5426.5791,492,,
1999,16125.426,350,12603.974,190
2000,16313.002,355,,
2001,15724.295,343,,
2002,14101.553,344,,
2003,15042.522,388,6060.5703,374
2004,12796.518,473,,
2005,12210.27,435,,
1993,19620.305,143,4773.7329,167
1994,22213.801,125,5324.9658,159
1995,37802.324,91,5400.8975,248
1996,41963.172,102,,
1997,35061.152,131,,
1998,28531.459,176,,
1999,28165.727,223,,
2000,36617.078,190,9645.4268,267
2001,31404.834,199,7451.9097,293
2002,32715.33,173,8855.3242,195
2003,33025.359,190,8592.1494,241
2004,30182.627,206,,
2005,33552.254,166,,
1999,27793.717,224,7663.8818,325
2000,11981.703,434,8821.0273,290
2001,13277.73,383,5912.9795,386
2003,12682.897,436,,
2005,11138.498,465,,
1992,4714.0752,460,,
1993,7287.5391,335,,
1994,6150.5781,398,,
1995,6707.54,419,,
1996,8136.8633,397,,
1997,10125.87,385,,
1998,8274.4072,485,,
2005,12710.351,418,,
1993,6378.0088,379,,
1994,6308.9346,387,,
1995,7835.7437,375,,
1999,16025.956,354,,
1991,3812.5891,497,,
1993,5051.1025,468,,
1994,9424.5664,274,,
1995,11910.353,269,,
1996,10435.725,331,,
1997,10149.023,383,,
1998,10203.154,418,,
1991,5480.2837,384,,
1992,5942.0073,377,,
1993,6622.8545,372,,
1994,7808.1899,325,,
1995,10193.196,300,,
1996,18603.875,211,,
1997,22383.684,201,,
1998,35917.906,148,,
1999,32215.48,196,,
2000,47902.32,141,,
2001,48787.906,126,,
2002,33136.066,171,,
2003,32863.977,191,,
2004,31054.67,200,,
2005,26602.672,217,,
1994,9823.2295,263,,
1995,17419.002,205,,
1996,22407.434,182,,
1997,25727.162,182,,
1998,77476.648,73,,
1999,234097.72,23,,
2000,212569.19,28,,
2001,122190.91,54,,
2002,80107.922,71,,
2003,85275.383,80,,
2004,74686.609,83,,
2005,78659.086,72,,
1993,5536.9292,427,,
1993,4706.5825,492,,
2002,9569.9551,473,9690.7998,171
2003,10771.104,498,4812.6152,490
2005,10172.229,496,,
1999,11304.534,446,,
2000,12996.527,417,17449.188,119
1991,6343.5752,342,2233.6245,281
1992,9330.6582,256,3730.1868,173
2005,10652.96,479,,
1999,11629.997,438,26182.305,78
2000,10241.651,493,18845.166,99
2001,9879.416,479,19498.635,57
1991,6270.3228,345,,
1996,6661.98,469,,
1997,16040.787,264,,
1998,17896.893,278,,
1999,32609.512,193,6706.377,369
2000,51225.375,131,8391.0967,306
2001,37117.027,174,,
2002,33421.609,170,,
2003,32094.25,199,,
2004,33262.414,187,,
2005,33399.031,167,,
1993,4686.5957,497,,
1994,5057.3735,467,,
1995,5911.8867,466,,
1996,6936.3584,447,,
1997,9914.3096,392,,
1998,13662.103,346,5845.8647,396
1999,13260.279,397,5089.9951,485
2000,13573.094,407,9931.9785,262
2001,14912.242,353,6084.0122,371
2002,16802.055,310,8278.0449,218
2003,18584.85,320,5234.3018,435
2004,20429.898,307,,
2005,19833.119,283,,
1992,4549.8418,477,,
1993,4700.8931,494,,
1994,4626.6548,500,,
1995,6149.5386,450,,
1996,6624.3159,471,,
1997,9223.4736,417,4993.0415,387
1998,14190.726,331,5274.9473,443
1999,16495.494,342,,
2000,22291.994,278,,
2001,34018.996,192,6910.5879,324
2002,37997.676,145,,
2003,41840.852,158,7691.8384,277
2004,47722.238,145,,
2005,55372.715,107,,
1995,5564.1323,486,,
1998,9507.6367,443,,
1999,23717.754,255,,
2000,26324.293,241,,
2001,22828.008,256,,
2002,24501.605,227,,
2005,11385.633,457,,
1997,9116.2021,419,,
2001,10456.162,462,7181.2158,312
2003,12669.664,437,8755.5176,231
2004,21321.359,296,,
2005,14121.314,389,,
1996,6484.4131,479,,
1991,25855.723,95,,
1992,23279.775,108,,
1993,28047.645,100,,
1994,31031.182,94,,
1995,35601.34,94,,
1996,40158.527,104,,
1997,42453.234,112,,
1998,39903.418,131,,
1999,148756.64,43,,
2000,143141.66,50,,
2001,133573.73,49,,
2002,136601.56,39,,
2003,160682.95,38,,
2004,180161.5,32,,
2005,192793.25,25,,
1991,5854.813,364,,
1992,5800.2163,385,,
1993,5988.3457,403,,
1994,4695.4058,497,,
1999,32936.375,192,25808.279,80
2000,53816.789,126,18484.488,102
2001,36273.789,181,10955.749,170
2002,21711.891,250,8721.3018,202
2003,32445.879,196,9246.4121,207
2000,16808.771,342,17446.156,120
2003,12210.401,450,14880.491,85
2004,14655.915,426,,
2005,22213.918,258,,
1993,5238.2773,454,,
1995,5616.6968,481,27271.699,13
1996,6852.7295,458,11847.733,108
1997,14328.257,286,17195.809,65
1998,18342.986,268,,
1999,54543.965,135,20003.441,115
2000,38913.25,177,12869.396,171
2001,30290.307,206,10134.965,186
2002,27595.617,196,28140.451,16
2003,41188.742,161,,
2004,41344.48,163,,
2001,183031.97,33,4798.1514,480
2002,106009.03,51,14011.368,100
2003,126110.38,48,16217.359,73
2004,125460.3,54,,
2005,111127.16,51,,
1994,6374.9565,385,,
1995,7945.2017,369,6979.5005,179
1996,8653.6348,380,11240.479,118
1997,10639.088,369,8241.8789,201
1998,12373.762,365,,
1999,14429.466,381,,
2000,11428.245,453,,
1992,5597.3506,403,,
1993,5318.207,448,,
1994,5898.8296,415,2636.4619,441
1995,8190.02,356,17570.553,36
1996,13494.737,275,,
1997,13073.419,308,,
1998,11362.264,379,6964.8965,330
1999,13283.241,396,9353.3057,269
2000,12016.443,430,,
2001,13432.134,377,6534.876,350
2002,13406.805,362,5858.5698,355
2003,16344.166,359,7374.8857,291
2004,18552.85,342,,
2005,20591.807,276,,
1992,6017.877,373,,
1993,5526.1675,430,,
1992,7990.8208,293,5986.6011,83
1993,8696.624,283,,
1994,10529.458,248,4229.5107,240
1995,26063.248,137,7427.252,159
1996,28427.09,147,9466.9629,146
1997,25722.111,183,7988.248,209
1998,27602.023,178,12151.745,169
1999,34419.492,189,,
2000,34168.094,201,9087.125,283
2001,46928.992,132,,
2002,46876.852,122,7161.6226,271
2003,47569.359,141,8709.5107,234
2004,52442.055,136,,
2005,51588.016,120,,
1993,5342.7671,445,,
1995,9614.7578,321,,
1996,11979.791,301,7832.0181,184
1997,10271.119,379,,
1998,14139.562,333,21223.838,89
1999,11031.123,459,8817.9336,286
2001,11416.812,431,,
2002,18596.643,287,7461.5317,248
2003,31098.945,203,5433.4014,419
2004,30781.814,203,,
2005,21177.174,266,,
1998,11869.575,372,13686.745,146
1999,12874.469,407,6127.8472,395
2000,25152.115,252,6054.459,424
2001,23672.299,249,,
2002,19481.393,276,,
2003,16310.45,361,,
2004,17284.086,366,,
2005,16319.58,344,,
1993,4831.4922,483,3699.6084,270
1994,7874.2646,322,3977.0349,260
1995,8799.2744,339,6886.541,183
1996,10570.9,328,,
2001,10046.265,473,5669.8418,407
2002,10044.277,450,7903.812,226
2003,12368.485,444,6161.1792,362
2005,10031.467,500,,
2005,14318.791,387,,
2003,11243.671,476,10346.43,163
2004,17379.385,364,,
2005,18417.016,307,,
1996,6713.8779,465,,
2000,34474.547,199,21968.857,75
2001,27059.1,229,,
2002,16728.172,312,4648.0664,456
2003,11380.021,469,,
1992,5849.2388,382,,
1993,6184.5063,392,,
1994,5650.2847,426,,
1992,91215.656,17,20698.65,6
1993,113813.77,11,9571.8838,57
1994,105652.57,18,7858.5889,75
1995,124568.48,15,3931.2207,383
1996,138305.11,18,6898.7544,217
1997,164776.28,17,11776.348,124
1998,172559.33,24,15916.528,125
1999,221173.05,26,,
2000,124050.5,57,,
1992,4336.8394,492,,
1993,4892.6743,481,,
2001,9576.0811,493,,
2002,10787.535,429,,
2003,14020.276,403,,
2004,14460.927,433,,
2005,16743.043,341,,
1995,76572.5,35,,
1996,72467.352,47,,
1997,97897.977,43,,
1998,113396.66,48,,
1999,110259.47,63,,
2000,92896.297,85,,
2001,83211.93,81,,
2002,83099.5,68,,
2003,106250.23,62,,
2004,110343.53,59,,
1992,6789.8428,340,,
1993,7462.9722,325,,
1994,8031.2007,318,,
1995,8387.1123,349,,
1996,8161.4321,396,,
1998,10246.88,417,,
1998,25362.986,198,,
1999,44081.832,155,,
2000,24450.977,258,,
1997,9649.0313,406,,
2000,11657.481,442,18291.488,106
2001,12933.376,391,94326.383,1
1992,9190.3545,260,,
1993,9460.3828,267,,
1994,10107.074,257,,
1995,11116.492,282,,
1996,10112.853,338,,
1997,9705.4434,403,15470.829,75
1998,9724.4961,434,,
1992,4386.4258,490,,
1993,5077.356,466,,
1994,6039.0581,406,,
1995,7312.5088,393,,
1996,7971.5537,404,,
1997,8846.1709,425,,
1998,9663.0889,436,,
1999,11921.44,431,,
2000,16702.512,345,,
2001,19117.531,292,,
2002,21196.795,258,,
2003,24043.846,261,,
2004,25478.098,249,,
2005,25439.184,228,,
1998,11418.451,376,,
1999,16155.275,347,,
2000,14099.739,392,,
2001,12402.596,402,,
2002,15038.566,333,4857.0488,434
2003,26536.398,240,,
2004,22533.467,285,,
2005,11077.179,466,,
1993,7659.1489,311,,
1994,8205.3145,315,,
1995,9652.4912,320,,
1998,9069.9727,451,13631.744,147
2000,11100.87,460,19583.461,94
2001,12508.156,399,20440.947,48
2002,17056.73,308,25372.109,24
2003,22392.396,280,,
2005,19143.121,295,,
1993,34048.684,83,3692.4092,272
1994,37085.602,75,9986.7939,47
1995,44848.301,78,4543.5137,317
1996,50972.691,87,,
1994,5040.0728,469,2427.739,474
1995,6545.1128,425,4622.5825,309
1997,7673.1445,463,5181.4209,374
2005,11731.048,441,,
2002,9631.0723,468,25513.654,23
1995,5357.7725,497,,
1993,5147.9126,462,,
1994,4934.1392,478,,
1997,7944.271,451,,
1998,11280.266,382,5345.4277,435
1999,29939.498,211,,
2000,36129.539,191,11289.372,215
2001,40540.813,158,7975.9473,261
2002,42969.863,128,12439.715,117
2003,49211.395,130,9604.291,197
2004,53622.551,131,,
2005,60571.418,94,,
2002,8953.9873,494,,
2003,13115.603,425,,
2004,28092.549,225,,
2005,29726.633,197,,
2000,16131.503,358,8173.2583,321
1993,7378.5869,333,,
1994,6923.729,356,,
1995,7622.0859,381,,
1996,7574.1514,418,,
1997,7764.5518,458,,
1997,8182.1274,444,,
1998,9994.3066,429,,
1999,12474.283,417,,
2001,9492.1865,499,,
2002,9327.4434,485,,
2003,13040.942,429,,
2004,16575.244,380,,
2005,13540.116,401,,
2000,12860.289,419,,
2003,11409.895,467,,
2004,13045.631,465,,
2005,14210.092,388,,
1997,8388.4707,439,,
1998,12056.678,368,,
1999,23454.17,258,,
2005,18047.064,315,,
1993,18900.371,155,,
1994,19567.162,150,,
1995,25450.102,140,,
1996,33661.539,121,,
1997,40715.406,117,,
1998,49181.969,105,,
1999,85441.813,80,,
2000,99862,75,,
2001,87418.625,77,,
2002,66719.781,85,,
2003,85333.031,79,,
2004,63684.277,106,,
2005,77571.438,74,,
2000,11688.143,441,5477.1157,462
2001,16186.409,337,6990.0962,321
2002,12307.017,385,5519.7505,377
2003,11390.596,468,6261.7417,358
2004,15464.407,405,,
2005,22336.703,257,,
1993,70528.742,32,2422.6021,453
1994,70481.766,34,4938.3052,184
1995,82244.594,31,,
1996,91787.219,33,6723.5137,226
1997,108359.59,36,5759.2451,319
1998,105194.49,52,9361.1631,227
1999,102643.48,71,7509.2339,335
2000,118722.5,58,8203.9482,319
2001,113122.34,57,9686.4746,201
2002,120643.94,44,14095.59,99
2003,134294.3,42,11750.051,133
2004,148854.34,40,,
2005,152046.92,36,,
2002,10371.901,443,,
2003,18712.473,317,,
2004,27554.908,232,,
2005,38494.492,141,,
1995,11868.49,270,,
1996,15581.06,246,,
1997,18748.963,231,,
1998,16376.745,299,,
1999,18986.721,301,,
2000,15516.938,370,,
2001,12213.785,407,,
2003,17147.232,342,,
2004,18583.684,339,,
1998,8693.2148,465,,
1999,15615.974,360,,
2000,15109.847,374,,
2001,14437.258,365,,
2002,10584.341,434,,
2004,13118.809,464,,
1991,10653.814,236,,
1992,10265.488,243,,
1993,8698.6387,282,,
1994,8338.3691,310,5807.0708,135
1995,10755.513,289,15917.382,44
1996,11735.321,306,5891.9141,266
1998,13369.528,350,4919.3267,475
1999,12265.527,426,8885.7393,283
1997,9380.9404,412,,
1998,11968.82,370,4949.1553,473
1999,13243.937,399,,
2000,15162.877,373,9431.3525,273
2001,15221.39,348,11108.066,167
2002,13651.789,354,,
2003,14407.411,397,4978.1016,465
2004,16978.291,374,,
2005,18315.775,310,,
2001,630405.19,10,,
2002,668427.94,8,,
2003,747760.25,8,,
2004,887360.69,6,,
2005,929667.25,5,,
1994,6176.2695,396,,
1995,6334.7959,438,,
1996,6886.2271,456,,
2004,17239.371,369,,
2005,17007.072,334,,
1994,6538.5244,377,,
1995,6661.6245,421,,
1996,7438.7759,422,,
1997,11190.517,351,,
1998,13972.805,340,,
1999,20907.668,278,,
2001,21488.088,269,,
2002,20165.434,270,,
2003,19950.027,304,,
2004,24119.838,265,,
2005,24937.051,233,,
1994,4840.6245,482,,
1995,6781.0771,417,,
1996,12943.045,285,,
1997,17548.063,244,,
1998,18091.465,274,,
1999,23283.703,262,,
2000,20186.506,307,,
2001,18818.85,297,,
2002,16082.771,318,,
2003,17447.701,339,,
2004,18059.15,350,,
2005,19579.836,287,,
1993,6075.7378,397,,
1994,6076.0054,404,,
1995,7148.3247,399,,
1998,8435.2578,476,,
2002,9007.7129,492,,
2003,10761.548,499,,
2005,12842.056,416,,
1994,10728.27,243,,
1995,8304.3135,354,,
1996,8710.0869,377,,
1997,11781.899,333,,
1998,10019.907,428,,
2000,12226.129,426,,
1995,6979.501,409,,
1996,7151.5493,439,,
1997,9653.0684,405,,
1998,9704.4561,435,,
1999,13809.599,393,40620.777,35
2000,112902.89,62,22361.891,71
2001,16938.189,326,5567.3496,412
1999,14593.086,378,,
1997,7859.6929,454,,
1993,14474.697,201,7483.3145,82
1994,16841.518,174,6556.7725,109
1995,17003.023,210,4855.6553,287
1996,17573.143,225,22683.492,31
1997,25971.832,180,12297.848,116
1998,50681.379,101,,
1994,36237.926,76,,
1999,38807.938,177,41746.07,34
2000,35265.008,197,46745.211,22
2001,18647.85,301,11119.354,166
2003,16640.838,352,,
2004,12906.644,470,,
1996,8403.6836,389,,
1997,10510.728,373,,
1998,15899.655,308,,
1999,15854.913,356,,
2000,15580.526,367,,
2001,16233.458,336,,
2002,17825.867,298,,
2003,20764.279,292,,
2004,30007.111,208,,
2005,31031.311,187,,
1993,7767.3481,305,4680.8687,175
1994,7701.3804,330,3150.0012,355
1995,8666.4912,342,3245.4878,476
1996,8063.1699,399,5105.3179,329
1997,8687.4902,428,,
1993,11555.791,229,,
1994,10585.166,246,,
1995,10138.932,302,,
1993,7001.4839,347,,
1994,8267.626,313,,
1995,10494.835,294,,
1996,12181.729,295,,
1999,10339.064,482,119011.84,9
2000,13939.423,397,,
1994,9730.7383,265,,
1995,10221.736,299,,
1996,10957.9,320,,
1998,18217.295,270,,
1999,10310.705,483,22655.162,95
1999,10081.516,489,,
2000,20996.656,294,,
2001,14087.779,368,,
1993,39265.402,71,,
1994,18752.064,157,,
1995,13512.067,253,,
1996,15357.984,250,,
1997,21218.551,214,,
1998,14208.072,330,,
1999,33394.664,191,,
2005,17185.76,330,,
1994,9266.7227,280,,
1995,9870.9336,310,,
1996,11011.698,317,,
1997,11946.573,327,,
1998,19305.404,256,,
1999,21115.324,276,,
2000,13599.313,405,,
2001,14287.912,366,,
2002,11770.077,399,,
2003,16248.667,362,,
2004,16167.922,389,,
2005,17160.547,331,,
1994,120559.36,13,7597.0889,81
1995,124507.05,16,9848.75,93
1996,136549.64,19,13045.041,96
1997,160969.25,18,16375.137,71
1998,160739.13,30,20142.924,94
1999,200072.77,31,34426.508,52
2000,229355.33,23,20391.74,86
2001,249777.16,23,16743.473,76
2002,255582.75,20,20917.121,41
2003,300260.75,17,28329.289,22
2004,335992.03,14,,
2005,382262,13,,
1999,10568.22,472,,
2000,10764.259,474,,
2001,13234.155,384,,
2003,13427.04,416,,
2005,10335.59,494,,
1996,8015.9595,401,5523.7202,300
1998,15469.907,311,,
1994,5958.3467,411,3901.6167,269
1995,7812.9272,377,5379.4854,249
1996,8672.1885,379,7724.5513,189
1997,9687.3555,404,7371.5352,231
1998,8433.8584,477,,
1994,24811.133,116,,
1995,27017.158,130,,
1996,28892.203,142,,
1997,31780.977,143,,
1998,35438.137,151,,
2001,9864.4346,481,,
2002,11110.774,419,,
2005,10646.649,480,,
2002,8733.0615,499,,
2005,12919.048,413,,
2003,12061.394,453,,
2004,12274.936,487,,
1999,29284.391,215,,
2000,25741.131,245,,
2001,29634.859,208,,
2002,28209.871,193,,
2003,32567.631,195,,
2004,34376.508,182,,
2005,32554.996,174,,
1991,5944.436,355,,
1992,5775.1523,388.5,,
1993,6011.2515,401.5,,
1994,9208.6875,282,,
1995,10182.763,301,,
1996,11060.233,316,,
1997,11648.2,338,4072.1152,484
1998,12563.88,360,,
2000,13938.55,398,5421.0703,468
2001,13072.159,389,8814.2803,233
2002,13657.097,353,9301.8428,179
2003,14845.931,391,7803.7603,273
2004,15651.828,397,,
2005,17417.215,329,,
2001,38580.098,164,,
2002,37705.328,147,,
2003,38063.727,173,,
2004,43183.703,157,,
2001,12032.774,410,,
2002,10234.812,448,,
2003,14323.329,399,,
2004,17518.865,359,,
1995,28154.709,126,,
1996,33859.484,119,,
1997,31234.223,148,,
1998,37697.09,143,,
1995,6231.9946,442,,
1996,8646.2627,381,9361.6455,150
1997,10194.77,382,17493.541,61
1998,16274.083,301,32758.531,37
1999,21780.332,271,,
2000,29916.174,226,90150.375,8
2001,35699.238,185,,
2002,37894.852,146,10946.545,145
2003,51397.57,121,23367.568,32
2004,60628.617,112,,
2005,89693.727,66,,
1998,11263.769,384,,
1999,19116.578,294,,
2000,12003.094,432,,
2001,10900.678,444,,
2002,9967.4238,453,,
2003,10797.041,495,22315.783,34
2004,13898.059,449,,
2005,13136.939,410,,
1995,10114.002,303,,
1996,14223.325,263,,
1997,15488.277,271,,
1998,14676.449,320,,
1999,19287.363,290,,
2000,39094.172,176,,
2001,22316.186,261,,
2002,21080.633,260,,
2003,23865.26,264,,
2004,24027.549,266,,
2005,19397.797,289,,
1994,4952.8809,476,,
1995,8020.3037,363,,
1996,12226.081,294,,
1997,11145.162,352,,
1998,13965.646,341,,
1999,46497.414,149,,
2000,42354.926,164,,
2001,32128.746,197,,
2002,21428.271,253,,
2003,27620.703,228,,
2004,20035.742,317,,
2005,17842.398,320,,
1997,10509.158,374,5738.7002,321
1998,18223.236,269,6739.998,343
1999,16148.609,348,8725.6299,290
2000,17976.324,329,11986.403,197
2001,16179.438,338,,
2002,10416.822,441,,
2003,19309.598,312,,
2004,22687.762,283,,
2005,20679.52,275,,
1998,16934.969,292,,
2005,10942.84,470,,
1995,16664.037,217,5192.5093,261
1996,18320.826,214,4839.5562,352
1997,20353.277,220,14031.603,91
1998,17661.59,283,18638.291,101
1999,15248.145,363,,
1995,8906.4531,337,,
1996,10099.5,339,,
1997,15026.728,280,,
1998,24659.527,203,,
1999,40367.844,173,,
2000,38846.086,179,,
2001,35178.98,188,,
2002,25134.453,219,8299.7803,217
2003,28156.654,222,,
2004,32171.455,193,,
1997,7353.502,485,,
2004,20447.738,306,,
2005,24546.426,237,,
1991,23811.738,103.5,,
1992,19989.361,129.5,,
1993,22751.057,127.5,,
1994,20420.568,144,,
1995,13658.927,249,,
1996,15396.149,249,,
1997,16979.295,251,,
1998,16946.893,291,,
1999,18383.098,307,,
2000,20701.438,300,,
1995,7224.3936,396,,
1996,10938.995,322,,
1997,14292.653,287,,
1999,16933.404,332,,
1995,7329.2505,392,,
1996,8888.1797,371,,
1997,12769.913,313,,
2001,20093.271,283,,
2002,18543.406,289,,
2003,24047.4,260,,
2004,25533.537,247,,
2005,25314.883,230,,
1995,5550.5791,487,,
1997,9858.7559,394,,
1999,79695.219,86,,
2000,43496.07,158,124625.79,5
2001,44630.633,140,,
2002,30993.758,185,7228.8555,265
2003,46085.488,147,,
2004,41801.277,161,,
2005,32255.078,177,,
1999,26918.881,229,11384.068,218
2000,16092.875,360,,
2001,19988.383,284,,
2002,17417.264,304,,
2003,23368.381,268,13421.504,103
2005,18144.338,312,,
2003,16972.846,345,,
2004,23294.221,277,,
2005,15055.347,367,,
2005,12667.691,422,,
1999,17297.691,327,,
2000,10786.43,472,,
2001,9826.5488,483,,
2003,10946.697,492,,
2005,10603.453,484,,
2005,11615.969,449,,
1997,9824.4346,396,,
1998,9102.5488,450,,
1999,11985.087,429,,
1997,7152.0518,495,,
1995,5300.6353,500,,
